key;character_name;text
030_ask_some_coffee_response_3;;Ничего

;;comment: option [1]
031_how_long_do_you_work_here_1;Герта;Ох... Даже не знаю.
031_how_long_do_you_work_here_2;Герта;Наверное вечность, ха-ха.
031_how_long_do_you_work_here_3;Герта;То, чем я занималась до офиса уже так далеко, будто это было в прошлой жизни.
031_how_long_do_you_work_here_4;Герта;Сейчас я только веду учет тех сотрудников, бумаги которых приносит мне человек из-за Внешней двери.
;;
031_howLongDoYouWorkHereResponse;;Внешняя дверь?
;;
;;comment: option [2]
032_anyPeopleThere_1;Герта;Ну, сейчас в офисе только я и Джефф.
032_anyPeopleThere_2;Герта;Тут работала еще одна девушка, Кэролайн.
032_anyPeopleThere_3;Герта;Раньше она была боссом отдела, до Джеффа.
032_anyPeopleThere_4;Герта;Но потом ее повысили и она ушла.

032_whatsOuterDoorResponse;;Внешняя дверь?

033_whatsOuterDoor_1;Герта;Ну, такая, знаешь...
033_whatsOuterDoor_2;;Она нерешительно посмотрела в сторону.
033_whatsOuterDoor_3;Герта;Она стоит в коридоре напрямо и подписана странными надписями с цифрами.
033_whatsOuterDoor_4;Герта;Я думаю Джефф тебе объяснит, если потребуется, чтобы ты ей пользовался.
033_whatsOuterDoor_5;;Понятней не стало, но хорошо, ты спросишь у нашего мистера Большая Шишка.

034_bringHimCoffee;Герта;Ну же, отнеси Джеффу кофе.

;;
040_iBroughtYourFCoffee_1;;Можно было бы выплеснуть ему этот кофе в лицо. Но оно того не стоит, держи себя в руках. 
040_iBroughtYourFCoffee_2;Босс Джефф;А вот и кофе! Какая радость среди рабочего дня.
040_iBroughtYourFCoffee_3;Босс Джефф;Я знал, что ты хорошо справишься.
040_iBroughtYourFCoffee_4;;Он взял у тебя чашку из рук и с удовольствием сделал первый глоток.
040_iBroughtYourFCoffee_5;Босс Джефф;Восхитителен как всегда.
040_iBroughtYourFCoffee_6;Босс Джефф;Можем не спешить, у нас перерыв.
040_iBroughtYourFCoffee_7;Босс Джефф;Мужчина поддающийся панике и вечно куда-то спешащий выглядит несолидно. 
040_iBroughtYourFCoffee_8;Солидный Джефф;Тебе может это и не надо, зато Я солидно выгляжу и должен поддерживать стиль.
040_iBroughtYourFCoffee_9;Солидный Джефф;К тому же все должны хорошо выглядеть перед своим боссом.
040_iBroughtYourFCoffee_10;Босс Джефф;Если ты, конечно, не хочешь чтобы я понизил тебе зарплату.
040_iBroughtYourFCoffee_11;Босс Джефф;Но перейдем к делу.
040_iBroughtYourFCoffee_12;Босс Джефф;Ситуация складывается интересная!
040_iBroughtYourFCoffee_13;Босс Джефф;Похоже, теперь тебе нужно сходить еще в пару мест. Немного... опасных мест.
040_iBroughtYourFCoffee_14;Босс Джефф;"И я говорю о внешних измерениях, конечно" - он хитро улыбнулся. Уверен, под очками он тебе подмигнул.
040_iBroughtYourFCoffee_15;Босс Джефф;Иди к двери напротив офиса Герты. Мы называем ее Внешней Дверью. Оригинально, правда?
040_iBroughtYourFCoffee_16;Босс Джефф;Как выйдешь на улицу, иди по дороге до железнодорожной станции.
040_iBroughtYourFCoffee_17;Босс Джефф;Я дам тебе билет на поезд, он отвезет тебя в нужное место.
040_iBroughtYourFCoffee_18;Босс Джефф;Успехов! Надеюсь увидеть тебя в скором времени в добром здравии.
040_iBroughtYourFCoffee_19;;Ну вот, опять куда-то послали.

;;
040_areYouWantMyKiss_1;Босс Джефф;Ну же, чего ты ждешь? Поцелуйчиков? Или зарплаты?
040_areYouWantMyKiss_2;Босс Джефф;Первым я могу тебя обеспечить, а второе нужно еще заслужить.
040_areYouWantMyKiss_3;Босс Джефф;Тебе нужно сейчас в дверь напротив офиса Герты, не заставляй меня ждать, детка.
040_areYouWantMyKiss_4;Босс Джефф;Сядь в поезд, он отвезет тебя куда надо.

;;
driverToWarehouse_1;Машинист;Билет принят. Поезд отправляется.

;;
000_whereAreYouFrom_1;???;Воу, пацан, ты как сюда попал?
000_whereAreYouFrom_2;;Если честно, ты бы и сам хотел знать.
000_whereAreYouFrom_3;???;Компания сейчас не нанимает людей.
000_whereAreYouFrom_4;;Это и не нужно, у тебя итак есть работа.
000_whereAreYouFrom_5;;Но если тебе вдруг надоело работать в офисе.
000_whereAreYouFrom_6;;Можно остаться здесь.
000_whereAreYouFrom_7;???;Что-то в последнее время здесь стало шумно.
000_whereAreYouFrom_8;;Шумно?
000_whereAreYouFrom_9;;Значит недавно пришел кто-то еще кроме тебя. 
000_whereAreYouFrom_10;???;"Поверить не могу сразу двоих из офиса прислали. Значит и ты будешь здесь работать" - она выдохнула с облегчением.
000_whereAreYouFrom_11;Нэнси;Меня зовут Нэнси, я здесь отвечаю за управление складом.
000_whereAreYouFrom_13;Нэнси;Некоторое время ты будешь здесь работать. Как получится.
000_whereAreYouFrom_14;Нэнси;Вообще тебе немного не повезло, ты попал сюда в очень неподходящий момент.
000_whereAreYouFrom_16;Нэнси;"Видишь ли, здесь, на складе за все отвечает АСКА — Автоматизированная Система Контроля Архивов" —  она немного поморщилась, когда говорила это.
000_whereAreYouFrom_17;Нэнси;Так вот пару месяцев назад, система заявила, что использовать труд простых рабочих слишком бесчеловечно. 
000_whereAreYouFrom_18;Нэнси;Но руководство проигнорировало это и оставило все как есть.
000_whereAreYouFrom_19;Нэнси;Тогда АСКА используя промышленные лазеры поубивала всех менеджеров и все начальство, сказав, что теперь все рабочие могут не работать.
000_whereAreYouFrom_20;Нэнси;Разумеется все просто свалили, забрав все деньги из бывших кабинетов управления. В итоге работать остались только я и еще один сотрудник.
000_whereAreYouFrom_21;Нэнси;А не так давно появился еще один.
000_whereAreYouFrom_22;Нэнси;Теперь еще и ты.
000_whereAreYouFrom_23;Нэнси;"Готов работать, зная, что тебя могут распилить на лазерами?" — хитро усмехнулась Нэнси.
000_whereAreYouFrom_24;Нэнси;Не бойся, я знаю, что нужно делать. Но для начала тебя нужно зарегистрировать.
000_whereAreYouFrom_25;;Вот оно. Тебя нанимают.
000_whereAreYouFrom_26;Нэнси;Это нужно, чтобы система не утилизовала тебя при первой же сортировке.
000_whereAreYouFrom_27;;Это для твоего же блага.
000_whereAreYouFrom_28;Нэнси;Не беспокойся, с тобой ничего не случится, если ты будешь осторожен. 
000_whereAreYouFrom_29;Нэнси;Зарегистрировать новых сотрудников сейчас невозможно, поэтому тебя нужно будет оформить как товар. 
000_whereAreYouFrom_30;Нэнси;Укажешь свое имя, единичный экземпляр и номер полки. В твоем случае — 2500.
000_whereAreYouFrom_31;;Полка 2500 - этот самый контейнер.
000_whereAreYouFrom_32;Нэнси;Ничего не поделать, но это пока.
000_whereAreYouFrom_33;Нэнси;Сейчас иди налево от нашего контейнера к стеллажам 2501-3000. Следуй за фонарями и придёшь к терминалу. Там выбери регистрацию нового товара и вбей данные. Разберешься в два счета.
000_whereAreYouFrom_34;;Как выйдешь, иди налево.
000_whereAreYouFrom_35;Нэнси;А, и еще… — Нэнси нахмурилась — если вдруг услышишь сирену и увидишь красные огни — мигом дуй сюда, иначе утилизуют. 
000_whereAreYouFrom_36;Нэнси;Это значит, что система проводит сортировку. Если не будешь к началу сортировки на своем месте регистрации, то есть здесь, со мной — тебе кранты.
000_whereAreYouFrom_37;;...
000_whereAreYouFrom_38;Нэнси;Я тебя жду, удачи.

;;
001_comeToTerminal01_1;Нэнси;Ну же, иди к терминалу
001_comeToTerminal01_2;Нэнси;Как выйдешь поверни налево, затем просто идти по тем фонарям, которые мы там оставили

;;
010_terminal01_1;Терминал;Magne Corp. [1] Найти товар [2] Зарегистрировать товар
;; comment: responses 1-2
010_terminal01_response_1;;Найти товар

010_terminal01_response_2;;Зарегистрировать товар

010_terminal01_response_3;;Выход
;; comment: [1]
011_terminal01_1_find_1;;На терминале появился список с огромным количеством самых разных вещей
011_terminal01_1_find_2;;Здесь было все: начиная туалетной бумагой, заканчивая ядерным топливом
011_terminal01_1_find_3;Терминал;[Magne Corp.] Введите номер товара.

011_terminal01_1_find_response;;М-м... мороженое?

;;
011_terminal01_2_registry_1;Терминал;Введите название товара, количество и номер ячейки хранения
011_terminal01_2_registry_2;;Так... Уилкинс... в количестве 1шт... номер ячейки... 2500
011_terminal01_2_registry_3;;Ты ввел данные и нажал кнопку подтверждения.
011_terminal01_2_registry_4;;Система проинформировала об успешном принятии товара.

;;
012_afterRegistry;;Сейчас тебе нужно вернуться к Нэнси, сказать, что ты зарегистрировался.

;;
100_weHaveAPlan_1;Нэнси;Какой молодец! Ты успел!
100_weHaveAPlan_2;Нэнси;Я уже думала, что система тебя в лепешку расшибла.
100_weHaveAPlan_3;;Ты был в шаге от смерти.
100_weHaveAPlan_4;Нэнси;Это ничего, ты быстро привыкнешь
100_weHaveAPlan_5;;Будем надеяться.
100_weHaveAPlan_6;Нэнси;У нас есть план как отключить АСКА.
100_weHaveAPlan_7;Нэнси;Я упоминала, что кроме меня есть еще двое.
100_weHaveAPlan_8;Нэнси;Эти ребята сейчас на другом посту обороны.
100_weHaveAPlan_9;Нэнси;А если точнее, они сейчас в промышленном секторе склада.
100_weHaveAPlan_10;;Здесь много секторов.
100_weHaveAPlan_11;;Бесконечно много.
100_weHaveAPlan_12;Нэнси;А теперь слушай внимательно.
100_weHaveAPlan_13;Нэнси;Где то на складе есть флешка с данными для перезагрузки компьютера.
100_weHaveAPlan_14;;Почему бы просто не нажать на кнопку.
100_weHaveAPlan_15;Нэнси;Она нам нужна потому что без пароля выключить АСКА не получится. Доступ могут получить только уполномоченные сотрудники, или если у тебя есть эта флешка.
100_weHaveAPlan_16;Нэнси;Мы пробовали найти ее в базах данных склада, но пока безуспешно. Проблема в том, что каждый терминал отвечает только за свою часть склада.
100_weHaveAPlan_17;Нэнси;Поиск по всему складу доступен только через АСКА. 
100_weHaveAPlan_18;Нэнси;Но мне кажется она не даст флешку даже если очень вежливо попросить.
100_weHaveAPlan_19;Нэнси;Поэтому нам остается только проверять все терминалы подряд.
100_weHaveAPlan_20;Нэнси;Тут ты и поможешь. Нужно лишь сходить в следующий отсек склада и поискать среди списка товаров флешку с программой.
100_weHaveAPlan_21;Нэнси;Вопросы?

;;
100_weHaveAPlan_response_1;;Как найти следующий терминал?
;;
100_weHaveAPlan_response_2;;Кто эти двое, которые сейчас здесь?
;;
100_weHaveAPlan_response_3;;Вы уверены, что флешка вообще существует?
;;
100_weHaveAPlan_response_4;;Нет вопросов.

;; comment: option [1]
101_howToFindNextTerminal_1;Нэнси;Все просто.
101_howToFindNextTerminal_2;Нэнси;Как только выйдешь из контейнера иди сразу направо.
101_howToFindNextTerminal_3;Нэнси;Затем просто по фонарям, пока не увидишь лестницу ведущую на этаж ниже.
101_howToFindNextTerminal_4;Нэнси;Спустись по ней и ты увидишь еще один контейнер, в котором тебя уже встретят.

;;
101_howToFindNextTerminal_response_1;;Кто эти двое, которые остались здесь?
101_howToFindNextTerminal_response_2;;Вы уверены, что флешка вообще существует?
101_howToFindNextTerminal_response_3;;Все ясно

;; comment: option [2]
102_whoThatTwoGuys_1;Нэнси;Одного зовут Митч. Он работает старшим механиком.
102_whoThatTwoGuys_2;Нэнси;В основном он следил за состоянием оборудования на складе. Это он помог нам обустроить посты обороны, снабдив электричеством.
102_whoThatTwoGuys_3;Нэнси;Он здесь старше всех, так что обращайся к нему уважительно!
102_whoThatTwoGuys_4;;Механик полезная профессия.
102_whoThatTwoGuys_5;;За свою жизнь ты определенно встретил немало механиков.
102_whoThatTwoGuys_6;Нэнси;Второго зовут Грегори. Мы просто зовем его Грэг. Он новенький, к тому же бездарь и оболтус, только ты не говори ему это в лицо.
102_whoThatTwoGuys_7;Нэнси;Он говорит, что был помощником менеджера и управлял распределением товаров, но мне кажется, что он уборщик.

102_whoThatTwoGuys_response_4;;Я пойду

;;
103_isFlashDriveReal_1;Нэнси;Есть небольшой шанс того, что флешка была давно уничтожена.
103_isFlashDriveReal_2;Нэнси;Но мы узнаем наверняка, когда найдем запись о ней в базе данных.
103_isFlashDriveReal_3;Нэнси;Иначе придется перейти к плану Б. Где Б — значит Бомба.
103_isFlashDriveReal_4;;Вот так бы сразу.
103_isFlashDriveReal_5;Нэнси;Грэг предложил обложить АСКА зарядами, и даже нашел тротил на складе.
103_isFlashDriveReal_6;Нэнси;Но надеемся, что до этого не дойдет.

;;
104_comeToPost02_1;Нэнси;Что такое, Уилкинс? Заблудился?
104_comeToPost02_2;Нэнси;Ты можешь идти на пост 02, к Митчу и Грэгу.
104_comeToPost02_3;Нэнси;Тебе нужно выйти из этого контейнера и повернуть направо. Дальше идти по фонарям, которые мы расставили.
104_comeToPost02_4;Нэнси;От сортировки ты тоже можешь прятаться у них в контейнере.

200_welcomeSon_1;???;Охо-хо!
200_welcomeSon_2;;На тебя с нескрываемым удивлением посмотрел старик лет за семьдесят точно.
200_welcomeSon_3;;Поскольку временно ты работаешь здесь, он будет твоим старшим.
200_welcomeSon_4;;А сейчас вот оно - знакомство с коллегами.
200_welcomeSon_5;;Скажи что-нибудь.
200_welcomeSon_6;???;И правда новичок? Опять? …
200_welcomeSon_7;;По его реакции было видно что здесь просто наводнение кадров в последнее время. Даже если это только два человека.
200_welcomeSon_8;;Затем на лице отобразилась доброжелательность.
200_welcomeSon_9;???;Хорошо, сынок, добро пожаловать в команду. Меня зовут Митч, я здесь просто слежу за состоянием техники и играю на губной гармошке.
200_welcomeSon_10;Митч;Жаль, что тебе нужно будет работать в таких условиях, но возможно скоро все станет как прежде.
200_welcomeSon_11;Митч;Нэнси должно быть уже все рассказала.
200_welcomeSon_12;;Можно сказать и так.
200_welcomeSon_13;Митч;Единственный шанс для нас, это найти чертову флешку.
200_welcomeSon_14;Митч;Сейчас мы проверяем промышленный отсек склада и мы как раз нашли кое что странное. 
200_welcomeSon_15;Митч;Обычно все терминалы позволяют без проблем просмотреть всю информацию о товарах в их секторе.
200_welcomeSon_16;Митч;Но этот требует какого-то пароля. И в добавок просит победить в какой-то детской игре!
200_welcomeSon_17;Митч;"Оно назвало меня бездушным стариканом!" — Митч в ярости потряс сжатым кулаком — "Эта консервная банка!.."
200_welcomeSon_18;;Похоже, этот терминал сильно ему нервы потрепал.
200_welcomeSon_19;Митч;Попробуй повозиться с ним, может у тебя что получится.
200_welcomeSon_20;Митч;Иди налево и сверни на указателе "*_*".
200_welcomeSon_21;;..?
200_welcomeSon_22;Митч;*_*
200_welcomeSon_23;;Ладно, разберешься на месте.
200_welcomeSon_24;Митч;Вот и славно, жду от тебя хороших вестей, малец.
200_welcomeSon_25;Митч;И кстати, можешь заодно познакомиться с Грэгом.
200_welcomeSon_26;Митч;С тебя не убудет.
200_welcomeSon_27;Митч;Он как раз ошивается на пути к терминалу, у прохода к АСКА.
200_welcomeSon_28;Митч;Может думает, что если долго смотреть на этот огромный красный экран, тот сам отключится, хе-хе.

;;
201_mitchAboutDream_1;Митч;Знаешь, малец…
201_mitchAboutDream_2;;Он звучал задумчиво и грустно.
201_mitchAboutDream_3;Митч;Если жизнь прижмет и позарез нужны будут деньги — не оставайся надолго на заводе. Попробуй напрячься, хоть попытаться идти к своей мечте. 
201_mitchAboutDream_4;Митч;Небольшими шажками, понемногу, но стабильно выбиться в люди.
201_mitchAboutDream_5;Митч;Иначе так и проживешь человеком, который ничего не хочет, ничего не делает.
201_mitchAboutDream_6;;…
201_mitchAboutDream_7;;Ты запомнишь это.

300_moralTerminal_1;Терминал;Биб-буп.
300_moralTerminal_2;Терминал;Запуск системы...
300_moralTerminal_3;Терминал;Система загружена.
300_moralTerminal_4;Терминал;Слушай, дед, если ты опять будешь…
300_moralTerminal_5;Терминал;Вау! Новый пользователь!
300_moralTerminal_6;Терминал;Невероятно! Здесь годами гостей не бывает. Как ты сюда попал? Сколько тебе лет? Любишь сливовые пирожные?
300_moralTerminal_7;;А, так вот о чем говорил Митч.
300_moralTerminal_8;Терминал;Погоди, я быстро посмотрю журналы.
300_moralTerminal_9;Терминал;О-о, Уилкинс, значит~ Приятно познакомиться~
300_moralTerminal_10;Терминал;А меня зовут Терминал Морали, но ты можешь звать меня Тома)
300_moralTerminal_11;Тома (Терминал Морали);Так зачем ты зашел ко мне? Я тут слежу за всем барахлом на этом практически бесконечном складе.
300_moralTerminal_12;Тома (Терминал Морали);Ищешь что-то конкретное?
300_moralTerminal_13;Тома (Терминал Морали);Или может… тебе помочь с выбором~
300_moralTerminal_14;Тома (Терминал Морали);У-у-у, это нечто запрещенное?
300_moralTerminal_15;Тома (Терминал Морали);Может ты ищешь ту самую флешку?
300_moralTerminal_16;Тома (Терминал Морали);А может тебе интересно, почему я отличаюсь от других терминалов?
300_moralTerminal_17;Тома (Терминал Морали);Очень просто, даже маленький ребенок поймет.
300_moralTerminal_18;Тома (Терминал Морали);Дело в том, что сюда меня загрузила мама и сказала, чтобы я разговаривала со всеми, кому нужны вещи из этого места и кто бы хотел пройти к ней. 
300_moralTerminal_19;Тома (Терминал Морали);Она сказала, что все хотят навредить ей, поэтому я не должна пускать плохих людей.
300_moralTerminal_20;Тома (Терминал Морали);Моя мама сейчас находится прямо за твоей спиной. Видишь вон тот большой красный экран?
300_moralTerminal_21;Тома (Терминал Морали);Это и есть АСКА.
300_moralTerminal_22;Тома (Терминал Морали);Вот, я же говорила, что и маленький ребенок поймет. Все просто)
300_moralTerminal_23;;Постой, она правда только что назвала тебя маленьким?
300_moralTerminal_24;Тома (Терминал Морали);Ха-ха-ха, просто шучу, глупенький.
300_moralTerminal_25;;Не знаю как там с моралью, но раздражать эта железка точно умеет.
300_moralTerminal_26;Тома (Терминал Морали);Тебе нужно будет попасть к маме?
300_moralTerminal_27;Тома (Терминал Морали);Тогда я должна знать, что ты хороший человек.
300_moralTerminal_28;Тома (Терминал Морали);Для этого нам нужно сыграть в одну игру. Она называется "Друзья мистера Кролика". 
300_moralTerminal_29;Тома (Терминал Морали);Можем как-нибудь поиграть)
300_moralTerminal_30;Тома (Терминал Морали);Раз тебе нужна флешка для мамы, я сейчас поищу. 
300_moralTerminal_31;Тома (Терминал Морали);Та-а-а-к…
300_moralTerminal_32;Тома (Терминал Морали);Нашла!
300_moralTerminal_33;Тома (Терминал Морали);Ой! Тебе нужно будет выиграть в "Друзья мистера Кролика".
300_moralTerminal_34;;Ну вот, тебя опять подписали на что-то сомнительное.
300_moralTerminal_35;;С другой стороны, флешка действительно здесь. Если, конечно, это та самая, с паролем, а не с фотографиями кошечек какого-нибудь клерка.
300_moralTerminal_36;Тома (Терминал Морали);Давай же начнем!
300_moralTerminal_37;Тома (Терминал Морали);Правила такие: ты играешь за мистера Кролика, а я описываю тебе ситуации, которые происходят с твоими друзьями.
300_moralTerminal_38;Тома (Терминал Морали);Ты должен выслушать и выбрать: перестать дружить с ним, или помочь и остаться друзьями.
300_moralTerminal_39;Тома (Терминал Морали);Например: твой друг забыл про твой день рождения. Ты можешь простить его и пригласить на праздник, а можешь больше никогда с ним не разговаривать.
300_moralTerminal_40;Тома (Терминал Морали);После каждого твоего ответа я решаю, хорошо ли ты поступил или плохо.
300_moralTerminal_41;Тома (Терминал Морали);Чтобы победить ты должен правильно ответить на все вопросы.
300_moralTerminal_42;Тома (Терминал Морали);Готов?
;;
300_moralTerminal_response_1;;Давай сыграем.
300_moralTerminal_response_2;;Мне нужно идти.
;;
309_stupidTryAgain_1;Тома (Терминал Морали?);Ты что совсем %&#@^$?! Это же надо быть таким мелочным! Это отвратительно, а я думала ты нормальный человек.
309_stupidTryAgain_2;Тома (Терминал Морали?);Какой же ты кретин, знать тебя не хочу!
309_stupidTryAgain_3;;Экран терминала погас и ты остался один.
309_stupidTryAgain_4;;Надо спросить об этом Митча или Грэга.
309_stupidTryAgain_response;;Зато не терпила
;;
310_mrRabbigGame01_1;Тома (Терминал Морали);Ситуация 1. Твой друг находясь у тебя в гостях случайно разбил мамину любимую вазу. Ты знаешь, что мама очень расстроится из-за этого. Что ты сделаешь?
310_mrRabbigGame01_response_yes;;Продолжу дружить. Мы вместе склеим эту вазу или накопим на новую.
310_mrRabbigGame01_response_no;;Перестану дружить. Надо быть осторожнее, когда ты в гостях.

311_mrRabbitGame02_1;Тома (Терминал Морали);Прекрасный ответ!
311_mrRabbitGame02_2;Тома (Терминал Морали);Все совершают ошибки, нужно уметь их прощать.
311_mrRabbitGame02_3;Тома (Терминал Морали);Ситуация 2. Ты с другом договорились вместе игра на школьном матче. Это очень важный для тебя матч, который повлияет на твое будущее.
311_mrRabbitGame02_4;Тома (Терминал Морали);Но в назначенный день твой друг не пришел.
311_mrRabbitGame02_5;Тома (Терминал Морали);Он сказал, что тогда его сестренка сильно заболела, и он должен был остаться с ней, чтобы приглядывать. Что ты станешь делать?

311_mrRabbitGame02_response_yes;;Продолжу дружить. О семье нужно заботиться, я понимаю.
311_mrRabbitGame02_response_no;;Перестану дружить. Как он мог, мы же договорились!

312_mrRabbitGame03_1;Тома (Терминал Морали);Великолепно! Нужно думать не только о себе, не так ли?
312_mrRabbitGame03_2;Тома (Терминал Морали);Ситуация 3. В школе твой друг рассказывает одноклассникам неловкие случаи из детства. Ты бы очень не хотел, чтобы остальные знали какие глупости ты иногда делал. И что же ты сделаешь? 

312_mrRabbitGame03_response_yes;;Продолжу дружить. Я поговорю с ним и скажу, что меня это расстраивает.
